date,BTC
"Sep 14, 2023",32
"Sep 15, 2023",32
"Sep 16, 2023",28
"Sep 17, 2023",28
"Sep 18, 2023",35
"Sep 19, 2023",35
"Sep 20, 2023",34
"Sep 21, 2023",32
"Sep 22, 2023",30
"Sep 23, 2023",25
"Sep 24, 2023",25
"Sep 25, 2023",30
"Sep 26, 2023",29
"Sep 27, 2023",29
"Sep 28, 2023",32
"Sep 29, 2023",30
"Sep 30, 2023",28
"Oct 1, 2023",30
"Oct 2, 2023",40
"Oct 3, 2023",34
"Oct 4, 2023",31
"Oct 5, 2023",32
"Oct 6, 2023",31
"Oct 7, 2023",30
"Oct 8, 2023",39
"Oct 9, 2023",35
"Oct 10, 2023",30
"Oct 11, 2023",31
"Oct 12, 2023",31
"Oct 13, 2023",31
"Oct 14, 2023",27
"Oct 15, 2023",27
"Oct 16, 2023",44
"Oct 17, 2023",37
"Oct 18, 2023",35
"Oct 19, 2023",34
"Oct 20, 2023",46
"Oct 21, 2023",39
"Oct 22, 2023",37
"Oct 23, 2023",60
"Oct 24, 2023",100
"Oct 25, 2023",65
"Oct 26, 2023",58
"Oct 27, 2023",48
"Oct 28, 2023",41
"Oct 29, 2023",40
"Oct 30, 2023",46
"Oct 31, 2023",43
"Nov 1, 2023",42
"Nov 2, 2023",51
"Nov 3, 2023",45
"Nov 4, 2023",36
"Nov 5, 2023",41
"Nov 6, 2023",43
"Nov 7, 2023",43
"Nov 8, 2023",41
"Nov 9, 2023",70
"Nov 10, 2023",55
"Nov 11, 2023",45
"Nov 12, 2023",40
"Nov 13, 2023",46
"Nov 14, 2023",46
"Nov 15, 2023",47
"Nov 16, 2023",48
"Nov 17, 2023",45
"Nov 18, 2023",37
"Nov 19, 2023",36
"Nov 20, 2023",47
"Nov 21, 2023",48
"Nov 22, 2023",44
"Nov 23, 2023",42
"Nov 24, 2023",45
"Nov 25, 2023",37
"Nov 26, 2023",37
"Nov 27, 2023",38
"Nov 28, 2023",41
"Nov 29, 2023",43
"Nov 30, 2023",39
"Dec 1, 2023",46
"Dec 2, 2023",47
"Dec 3, 2023",51
"Dec 4, 2023",91
"Dec 5, 2023",85
"Dec 6, 2023",79
"Dec 7, 2023",66
"Dec 8, 2023",62
"Dec 9, 2023",54
"Dec 10, 2023",46
"Dec 11, 2023",66
"Dec 12, 2023",53
"Dec 13, 2023",53
"Dec 14, 2023",53
"Dec 15, 2023",49
"Dec 16, 2023",45
"Dec 17, 2023",43
"Dec 18, 2023",51
"Dec 19, 2023",50
"Dec 20, 2023",54
"Dec 21, 2023",55
"Dec 22, 2023",52
"Dec 23, 2023",46
"Dec 24, 2023",45
"Dec 25, 2023",48
"Dec 26, 2023",51
"Dec 27, 2023",50
"Dec 28, 2023",48
"Dec 29, 2023",49
"Dec 30, 2023",44
"Dec 31, 2023",40
"Jan 1, 2024",45
"Jan 2, 2024",77
"Jan 3, 2024",76
"Jan 4, 2024",63
"Jan 5, 2024",62
"Jan 6, 2024",52
"Jan 7, 2024",27
"Jan 8, 2024",45
"Jan 9, 2024",50
"Jan 10, 2024",63
"Jan 11, 2024",69
"Jan 12, 2024",44
"Jan 13, 2024",35
"Jan 14, 2024",27
"Jan 15, 2024",30
"Jan 16, 2024",29
"Jan 17, 2024",27
"Jan 18, 2024",28
"Jan 19, 2024",29
"Jan 20, 2024",23
"Jan 21, 2024",21
"Jan 22, 2024",29
"Jan 23, 2024",34
"Jan 24, 2024",28
"Jan 25, 2024",24
"Jan 26, 2024",28
"Jan 27, 2024",23
"Jan 28, 2024",20
"Jan 29, 2024",25
"Jan 30, 2024",25
"Jan 31, 2024",23
"Feb 1, 2024",23
"Feb 2, 2024",23
"Feb 3, 2024",20
"Feb 4, 2024",20
"Feb 5, 2024",21
"Feb 6, 2024",20
"Feb 7, 2024",22
"Feb 8, 2024",27
"Feb 9, 2024",35
"Feb 10, 2024",27
"Feb 11, 2024",29
"Feb 12, 2024",41
"Feb 13, 2024",43
"Feb 14, 2024",46
"Feb 15, 2024",43
"Feb 16, 2024",35
"Feb 17, 2024",30
"Feb 18, 2024",27
"Feb 19, 2024",32
"Feb 20, 2024",31
"Feb 21, 2024",31
"Feb 22, 2024",28
"Feb 23, 2024",27
"Feb 24, 2024",25
"Feb 25, 2024",25
"Feb 26, 2024",37
"Feb 27, 2024",61
"Feb 28, 2024",92
"Feb 29, 2024",80
"Mar 1, 2024",54
"Mar 2, 2024",42
"Mar 3, 2024",43
"Mar 4, 2024",86
"Mar 5, 2024",100
"Mar 6, 2024",71
"Mar 7, 2024",55
"Mar 8, 2024",61
"Mar 9, 2024",49
"Mar 10, 2024",50
"Mar 11, 2024",77
"Mar 12, 2024",63
"Mar 13, 2024",61
"Mar 14, 2024",56
"Mar 15, 2024",63
"Mar 16, 2024",49
"Mar 17, 2024",47
"Mar 18, 2024",44
"Mar 19, 2024",59
"Mar 20, 2024",56
"Mar 21, 2024",45
"Mar 22, 2024",40
"Mar 23, 2024",35
"Mar 24, 2024",34
"Mar 25, 2024",48
"Mar 26, 2024",42
"Mar 27, 2024",42
"Mar 28, 2024",41
"Mar 29, 2024",35
"Mar 30, 2024",33
"Mar 31, 2024",32
"Apr 1, 2024",37
"Apr 2, 2024",44
"Apr 3, 2024",37
"Apr 4, 2024",37
"Apr 5, 2024",35
"Apr 6, 2024",29
"Apr 7, 2024",31
"Apr 8, 2024",42
"Apr 9, 2024",36
"Apr 10, 2024",36
"Apr 11, 2024",34
"Apr 12, 2024",42
"Apr 13, 2024",50
"Apr 14, 2024",54
"Apr 15, 2024",45
"Apr 16, 2024",43
"Apr 17, 2024",45
"Apr 18, 2024",45
"Apr 19, 2024",64
"Apr 20, 2024",59
"Apr 21, 2024",36
"Apr 22, 2024",39
"Apr 23, 2024",34
"Apr 24, 2024",32
"Apr 25, 2024",32
"Apr 26, 2024",28
"Apr 27, 2024",27
"Apr 28, 2024",26
"Apr 29, 2024",31
"Apr 30, 2024",36
"May 1, 2024",45
"May 2, 2024",37
"May 3, 2024",35
"May 4, 2024",30
"May 5, 2024",29
"May 6, 2024",32
"May 7, 2024",28
"May 8, 2024",26
"May 9, 2024",26
"May 10, 2024",28
"May 11, 2024",24
"May 12, 2024",23
"May 13, 2024",28
"May 14, 2024",25
"May 15, 2024",29
"May 16, 2024",31
"May 17, 2024",30
"May 18, 2024",25
"May 19, 2024",24
"May 20, 2024",34
"May 21, 2024",41
"May 22, 2024",32
"May 23, 2024",31
"May 24, 2024",28
"May 25, 2024",25
"May 26, 2024",24
"May 27, 2024",26
"May 28, 2024",27
"May 29, 2024",25
"May 30, 2024",25
"May 31, 2024",24
"Jun 1, 2024",21
"Jun 2, 2024",21
"Jun 3, 2024",27
"Jun 4, 2024",26
"Jun 5, 2024",32
"Jun 6, 2024",29
"Jun 7, 2024",30
"Jun 8, 2024",26
"Jun 9, 2024",22
"Jun 10, 2024",26
"Jun 11, 2024",29
"Jun 12, 2024",29
"Jun 13, 2024",28
"Jun 14, 2024",27
"Jun 15, 2024",22
"Jun 16, 2024",21
"Jun 17, 2024",25
"Jun 18, 2024",28
"Jun 19, 2024",24
"Jun 20, 2024",24
"Jun 21, 2024",25
"Jun 22, 2024",20
"Jun 23, 2024",21
"Jun 24, 2024",37
"Jun 25, 2024",29
"Jun 26, 2024",26
"Jun 27, 2024",25
"Jun 28, 2024",23
"Jun 29, 2024",21
"Jun 30, 2024",20
"Jul 1, 2024",25
"Jul 2, 2024",24
"Jul 3, 2024",26
"Jul 4, 2024",34
"Jul 5, 2024",45
"Jul 6, 2024",29
"Jul 7, 2024",26
"Jul 8, 2024",32
"Jul 9, 2024",28
"Jul 10, 2024",27
"Jul 11, 2024",27
"Jul 12, 2024",27
"Jul 13, 2024",23
"Jul 14, 2024",27
"Jul 15, 2024",35
"Jul 16, 2024",33
"Jul 17, 2024",31
"Jul 18, 2024",28
"Jul 19, 2024",31
"Jul 20, 2024",26
"Jul 21, 2024",29
"Jul 22, 2024",30
"Jul 23, 2024",29
"Jul 24, 2024",25
"Jul 25, 2024",30
"Jul 26, 2024",29
"Jul 27, 2024",33
"Jul 28, 2024",28
"Jul 29, 2024",33
"Jul 30, 2024",28
"Jul 31, 2024",27
"Aug 1, 2024",29
"Aug 2, 2024",29
"Aug 3, 2024",29
"Aug 4, 2024",33
"Aug 5, 2024",89
"Aug 6, 2024",52
"Aug 7, 2024",38
"Aug 8, 2024",35
"Aug 9, 2024",35
"Aug 10, 2024",27
"Aug 11, 2024",27
"Aug 12, 2024",30
"Aug 13, 2024",28
"Aug 14, 2024",29
"Aug 15, 2024",28
"Aug 16, 2024",27
"Aug 17, 2024",23
"Aug 18, 2024",24
"Aug 19, 2024",25
"Aug 20, 2024",26
"Aug 21, 2024",25
"Aug 22, 2024",25
"Aug 23, 2024",27
"Aug 24, 2024",28
"Aug 25, 2024",24
"Aug 26, 2024",26
"Aug 27, 2024",26
"Aug 28, 2024",28
"Aug 29, 2024",25
"Aug 30, 2024",24
"Aug 31, 2024",22
"Sep 1, 2024",22
"Sep 2, 2024",24
"Sep 3, 2024",24
"Sep 4, 2024",25
"Sep 5, 2024",21
"Sep 6, 2024",26
"Sep 7, 2024",22
"Sep 8, 2024",20
"Sep 9, 2024",24
"Sep 10, 2024",22
"Sep 11, 2024",21
"Sep 12, 2024",21
"Sep 13, 2024",23
"Sep 14, 2024",21
"Sep 15, 2024",20
"Sep 16, 2024",22
"Sep 17, 2024",21
"Sep 18, 2024",24
"Sep 19, 2024",29
"Sep 20, 2024",26
"Sep 21, 2024",20
"Sep 22, 2024",18
"Sep 23, 2024",24
"Sep 24, 2024",22
"Sep 25, 2024",22
"Sep 26, 2024",25
"Sep 27, 2024",25
"Sep 28, 2024",21
"Sep 29, 2024",19
"Sep 30, 2024",23
"Oct 1, 2024",24
"Oct 2, 2024",23
"Oct 3, 2024",22
"Oct 4, 2024",21
"Oct 5, 2024",18
"Oct 6, 2024",18
"Oct 7, 2024",21
"Oct 8, 2024",20
"Oct 9, 2024",21
"Oct 10, 2024",21
"Oct 11, 2024",20
"Oct 12, 2024",16
"Oct 13, 2024",16
"Oct 14, 2024",23
"Oct 15, 2024",23
"Oct 16, 2024",25
"Oct 17, 2024",22
"Oct 18, 2024",24
"Oct 19, 2024",20
"Oct 20, 2024",20
"Oct 21, 2024",24
"Oct 22, 2024",20
"Oct 23, 2024",21
"Oct 24, 2024",21
"Oct 25, 2024",21
"Oct 26, 2024",18
"Oct 27, 2024",17
"Oct 28, 2024",25
"Oct 29, 2024",48
"Oct 30, 2024",33
"Oct 31, 2024",29
"Nov 1, 2024",26
"Nov 2, 2024",20
"Nov 3, 2024",21
"Nov 4, 2024",24
"Nov 5, 2024",26
"Nov 6, 2024",91
"Nov 7, 2024",49
"Nov 8, 2024",42
"Nov 9, 2024",34
"Nov 10, 2024",60
"Nov 11, 2024",90
"Nov 12, 2024",100
"Nov 13, 2024",91
"Nov 14, 2024",73
"Nov 15, 2024",56
"Nov 16, 2024",48
"Nov 17, 2024",42
"Nov 18, 2024",49
"Nov 19, 2024",49
"Nov 20, 2024",55
"Nov 21, 2024",90
"Nov 22, 2024",87
"Nov 23, 2024",61
"Nov 24, 2024",49
"Nov 25, 2024",55
"Nov 26, 2024",53
"Nov 27, 2024",48
"Nov 28, 2024",40
"Nov 29, 2024",41
"Nov 30, 2024",34
"Dec 1, 2024",33
"Dec 2, 2024",40
"Dec 3, 2024",40
"Dec 4, 2024",41
"Dec 5, 2024",100
"Dec 6, 2024",62
